Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,PassAtt,PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA
Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19,19,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,593.0,69.8,13801.0,10403.0,54.0,54.0,100.0,173.0,179.0,96.6,186.0,357.0,52.1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,373.0,218.0,81.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,2.0,0.0,4.0,0.21,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,638.0,531.0,635.0,3.0,0.0,0.0,638.0,1.0,1.0,100.0,0.0,0.0,377.0,1899.0,975.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,100.0,41.0,2.16,96.0,55.0,60.4,3.0,4.0,12.0,2.0,10.5,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,34.0,0.33,-7.0,-0.37,132.0,292.0,45.2,454.0,72.0,41.9,36.8,137.0,74.5,51.7,285.0,3.0,1.1,11.0,0.58,13.1
Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36,36,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,1397.0,79.5,26975.0,16383.0,234.0,235.0,99.6,651.0,655.0,99.4,223.0,503.0,44.3,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1041.0,354.0,112.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,2.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1499.0,1188.0,1492.0,7.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,0.0,857.0,4060.0,2355.0,0.0,0.0,0.0,1.0,0.0,752.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,50.0,11.0,0.0,100.0,51.0,1.42,192.0,142.0,77.1,15.0,5.0,16.0,8.0,22.2,8.0,7.0,1.0,0.0,12.5,7.0,1.0,8.0,2.0,58.0,0.27,9.0,0.25,124.0,391.0,31.7,1153.0,190.0,26.0,30.0,242.0,37.6,36.0,464.0,35.0,7.5,46.0,1.28,15.0
Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,5,4,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,131.0,66.4,2374.0,1898.0,16.0,17.0,94.1,43.0,44.0,97.7,28.0,69.0,40.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,87.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,143.0,120.0,143.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,86.0,416.0,244.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,100.0,11.0,2.43,25.0,13.0,60.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,50.0,1.0,0.0,2.0,0.0,9.1,0.29,-1.9,-0.41,18.0,57.0,31.6,95.0,19.0,42.1,35.4,35.0,48.6,39.9,52.0,3.0,5.8,2.0,0.44,11.2
Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37,37,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,1237.0,75.8,25038.0,16717.0,208.0,209.0,99.5,395.0,402.0,98.3,320.0,607.0,52.7,0.0,0.1,0.0,-0.1,1.0,17.0,1.0,0.0,1.0,985.0,250.0,90.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,2.0,1.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,2.0,1307.0,942.0,1291.0,18.0,0.0,0.0,1307.0,1.0,1.0,100.0,0.0,0.0,987.0,5296.0,3117.0,0.0,0.0,0.0,1.0,0.0,712.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,42.0,8.0,2.0,80.0,28.0,0.76,125.0,98.0,80.0,24.0,9.0,4.0,15.0,40.5,3.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,32.4,0.24,5.4,0.15,174.0,435.0,40.0,1075.0,140.0,35.5,33.3,160.0,33.1,32.7,384.0,34.0,8.9,41.0,1.11,15.4
Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,95.8,539.0,344.0,7.0,7.0,100.0,12.0,12.0,100.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,18.0,89.0,62.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,6.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.34,-1.1,-1.06,2.0,2.0,100.0,22.0,7.0,9.1,24.3,2.0,0.0,20.5,3.0,0.0,0.0,0.0,0.0,9.0
Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36,1986,16,16,1440.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,560.0,77.5,12788.0,9173.0,60.0,60.0,100.0,198.0,204.0,97.1,174.0,290.0,60.0,1.0,0.5,0.0,0.5,2.0,9.0,0.0,0.0,0.0,445.0,111.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,4.0,0.0,7.0,0.44,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,587.0,509.0,587.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,0.0,0.0,359.0,1963.0,1284.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,50.0,22.0,1.37,61.0,40.0,67.2,9.0,3.0,4.0,4.0,25.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,16.8,0.25,-4.2,-0.26,94.0,195.0,48.2,473.0,75.0,32.1,32.9,83.0,51.8,41.8,195.0,9.0,4.6,13.0,0.81,14.4
Claudio Bravo,cl CHI,GK,Betis,es La Liga,39,1983,12,12,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,392.0,59.2,7419.0,5674.0,44.0,44.0,100.0,89.0,91.0,97.8,96.0,251.0,38.2,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,241.0,148.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,3.0,0.0,3.0,0.25,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,414.0,333.0,412.0,3.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,208.0,1175.0,724.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,100.0,9.0,0.75,42.0,33.0,81.0,5.0,5.0,2.0,4.0,33.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.24,2.0,0.17,75.0,225.0,33.3,288.0,42.0,51.7,39.6,101.0,75.2,52.5,213.0,4.0,1.9,6.0,0.5,12.1
Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,29,1993,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,80.0,76.3,1540.0,927.0,12.0,12.0,100.0,34.0,34.0,100.0,15.0,34.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,83.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,29.0,193.0,133.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.5,13.0,10.0,76.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.3,0.9,0.44,10.0,29.0,34.5,57.0,14.0,38.6,32.9,23.0,30.4,32.2,37.0,5.0,13.5,1.0,0.5,8.3
Daniel Iversen,dk DEN,GK,Leicester City,eng Premier League,25,1997,12,12,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,377.0,56.2,5408.0,3761.0,65.0,65.0,100.0,93.0,95.0,97.9,53.0,213.0,24.9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,214.0,161.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,2.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,411.0,344.0,406.0,5.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,177.0,1011.0,571.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,100.0,22.0,1.83,59.0,38.0,66.1,2.0,4.0,6.0,1.0,8.3,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,18.9,0.29,-2.1,-0.18,38.0,194.0,19.6,261.0,49.0,47.1,37.2,114.0,62.3,46.2,203.0,16.0,7.9,6.0,0.5,10.3
Danny Ward,wls WAL,GK,Leicester City,eng Premier League,29,1993,26,26,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,945.0,74.9,16865.0,10488.0,197.0,199.0,99.0,352.0,355.0,99.2,158.0,383.0,41.3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,679.0,261.0,71.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,5.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,1000.0,806.0,996.0,5.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,559.0,2832.0,1665.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,100.0,46.0,1.77,119.0,75.0,63.0,7.0,3.0,16.0,6.0,23.1,3.0,2.0,1.0,0.0,33.3,2.0,2.0,6.0,4.0,36.5,0.29,-5.5,-0.21,94.0,303.0,31.0,750.0,154.0,29.7,30.4,190.0,42.1,35.1,355.0,20.0,5.6,42.0,1.62,15.9
David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,129.0,51.2,2769.0,2382.0,9.0,9.0,100.0,14.0,15.0,93.3,43.0,105.0,41.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,75.0,54.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,144.0,123.0,144.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,68.0,453.0,235.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1.25,23.0,18.0,82.6,1.0,1.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.3,0.23,1.3,0.32,34.0,94.0,36.2,93.0,15.0,64.5,46.4,36.0,94.4,65.1,56.0,2.0,3.6,4.0,1.0,13.6
David Raya,es ESP,GK,Brentford,eng Premier League,26,1995,38,38,3420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1,1054.0,1640.0,64.3,34961.0,26954.0,131.0,135.0,97.0,463.0,473.0,97.9,459.0,1026.0,44.7,0.0,0.1,0.2,-0.1,2.0,75.0,3.0,0.0,13.0,1181.0,455.0,185.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1054.0,4.0,1.0,12.0,0.32,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,10.0,2.0,1722.0,1257.0,1616.0,108.0,1.0,1.0,1722.0,1.0,1.0,100.0,0.0,0.0,1030.0,5891.0,3795.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,47.0,12.0,2.0,85.7,46.0,1.21,197.0,154.0,77.7,15.0,14.0,9.0,12.0,31.6,2.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,48.0,0.24,5.0,0.13,347.0,882.0,39.3,1367.0,160.0,50.7,39.5,269.0,70.3,51.8,598.0,52.0,8.7,54.0,1.42,15.8
David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38,38,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,1136.0,53.7,28998.0,25913.0,28.0,30.0,93.3,119.0,126.0,94.4,463.0,972.0,47.6,0.0,0.2,0.2,-0.2,4.0,57.0,3.0,0.0,1.0,620.0,509.0,162.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,7.0,1.0,7.0,0.18,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,4.0,1224.0,1011.0,1216.0,11.0,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,541.0,3493.0,2322.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,100.0,45.0,1.18,166.0,119.0,75.3,10.0,12.0,16.0,13.0,34.2,8.0,4.0,4.0,0.0,50.0,4.0,0.0,7.0,2.0,45.5,0.23,2.5,0.07,409.0,904.0,45.2,782.0,99.0,75.1,49.8,347.0,91.4,59.8,586.0,36.0,6.1,46.0,1.21,15.0
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38,38,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,1218.0,71.1,22585.0,16134.0,199.0,199.0,100.0,402.0,410.0,98.0,260.0,596.0,43.6,0.0,0.1,0.2,-0.1,1.0,7.0,1.0,0.0,0.0,968.0,243.0,64.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,7.0,1.0,5.0,0.13,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,3.0,1302.0,1116.0,1297.0,5.0,0.0,0.0,1302.0,0.0,0.0,0.0,0.0,0.0,781.0,3589.0,2147.0,0.0,0.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,5.0,1.0,83.3,43.0,1.13,142.0,99.0,71.1,23.0,6.0,9.0,17.0,44.7,3.0,2.0,1.0,0.0,33.3,2.0,2.0,6.0,1.0,41.3,0.27,-0.7,-0.02,141.0,449.0,31.4,1032.0,128.0,32.6,32.3,179.0,63.1,47.1,526.0,15.0,2.9,32.0,0.84,14.8
Dean Henderson,eng ENG,GK,Nott'ham Forest,eng Premier League,25,1997,18,18,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,671.0,63.3,12543.0,8838.0,80.0,80.0,100.0,186.0,188.0,98.9,159.0,400.0,39.8,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,455.0,214.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,2.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,715.0,600.0,711.0,5.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,397.0,2242.0,1245.0,0.0,0.0,0.0,1.0,0.0,319.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,100.0,31.0,1.72,85.0,52.0,65.9,5.0,5.0,8.0,6.0,33.3,5.0,2.0,2.0,1.0,50.0,2.0,1.0,5.0,0.0,26.9,0.28,-4.1,-0.23,108.0,334.0,32.3,513.0,107.0,47.2,38.5,156.0,59.0,45.3,291.0,20.0,6.9,27.0,1.5,15.6
Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,20,2001,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,84.0,501.0,271.0,5.0,5.0,100.0,12.0,12.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,95.0,66.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.01,1.0,3.0,33.3,21.0,7.0,9.5,29.1,4.0,25.0,22.0,15.0,1.0,6.7,1.0,1.0,11.5
Diego López,es ESP,GK,Rayo Vallecano,es La Liga,40,1981,2,1,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,462.0,309.0,7.0,8.0,87.5,11.0,11.0,100.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,23.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,14.0,92.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.75,5.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,0.33,-2.3,-2.19,2.0,8.0,25.0,21.0,5.0,28.6,30.3,8.0,25.0,35.3,12.0,0.0,0.0,2.0,1.88,17.0
Diego Mariño,es ESP,GK,Almería,es La Liga,32,1990,1,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,261.0,204.0,0.0,0.0,0.0,4.0,4.0,100.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.28,-0.6,-1.25,2.0,3.0,66.7,3.0,1.0,33.3,35.7,5.0,40.0,45.6,12.0,0.0,0.0,0.0,0.0,7.0
